PC1,PC2,Cluster,Churn
0.40076961747568957,-0.22175123235478866,1,0
-0.18952395616328913,-2.263013411283212,3,1
1.48255742801801,0.6097435267559304,2,0
2.363679206569782,0.5810993789910424,2,0
-2.2056691837910365,1.7728881606442652,0,0
1.338638077686643,1.2935575790172917,2,0
-1.2845003557460914,-1.603279329355504,1,0
-3.0588088226847225,1.6850250081083067,0,0
2.6394938842100686,0.025199536677491696,2,1
-2.852450759474834,0.8955956057446016,0,0
2.4837746632774396,0.8301914393356649,2,1
-0.7650098950057211,-2.081347246564011,3,0
-2.1670924247223886,2.459649917195706,0,0
2.115651958482837,1.8182105918365403,2,0
0.13682533572392697,-0.359198003634957,1,0
0.15445093719864883,-1.8911074799119076,3,1
1.2998416785616542,1.149935896038455,2,0
1.2431601055335113,1.2826781763665096,2,0
0.07249208098990362,-1.045055729672564,3,1
1.589980059046481,0.503918931376465,2,0
2.734210422906113,1.0963286770060106,2,0
-1.269413300390312,-1.3458544548239975,1,0
-2.519943332387753,1.9286197055876364,0,0
0.11694069202946789,-2.120409307305966,3,1
2.6550328544723643,0.5358588669805502,2,1
-3.2791149481943402,0.6345539040279476,0,0
2.745201035067511,1.1826184686447054,2,0
2.109801459154009,1.0837037545582167,2,0
1.8056779336486877,-0.3961376277922154,2,0
0.849803094933232,-0.21766565409043603,1,0
2.6450262685074883,1.0382307844776175,2,0
1.5434954327107904,-0.5902548672339846,3,0
-3.2207082096428032,0.4580441992087872,0,0
3.4134454492702964,1.4363163110639316,2,0
0.34807592116994707,-1.924034167940427,3,1
0.052563179219693806,-1.408172914738384,3,1
2.8784180292094756,1.0942876772830952,2,0
-1.337485577229931,2.8409669242419016,0,0
1.3348473087870494,-0.38622424036489444,2,0
-3.197217615382678,0.3667941149989891,0,0
0.3849970006459253,-0.8734652594194863,3,1
-1.6311296617445328,2.680174597731506,0,0
0.8713321358520008,-1.6499317185474334,3,1
-0.8443466578216159,-0.8621961745294318,1,0
-0.10761700096280397,-0.43719233009080805,1,0
2.306567206299548,0.9236216096321438,2,0
0.9532540189324326,0.7801162657886092,2,0
2.4515080873695965,0.07650575220018863,2,1
0.6049442669522018,0.9529577092351806,2,0
1.7226490881414611,0.4876544714915892,2,0
1.6316655623990903,-1.0565549055368146,3,1
-0.00502754772189104,-0.38231793951816695,1,1
0.27078394118606125,-0.3973396368588722,1,0
0.02731266242942404,0.21656114401957116,1,0
-0.826335893449442,-2.5035043531735175,3,1
1.571172078428218,0.37831318544827536,2,0
0.31052089075390427,0.6203399164625675,1,0
1.1528136020180932,1.2553575399096486,2,0
-3.2847269617217125,0.6327924845307134,0,0
0.530822898814119,0.7429750592478035,1,0
1.3258781757812497,-1.227880304921321,3,1
0.02357210087015732,-0.7795198559339316,1,0
-0.3338075525483108,-2.035648706067371,3,1
0.309953345663374,0.4714112530511751,1,0
-2.107519582200163,1.0280933749355214,0,0
-1.459928937764629,-2.0793244627411758,1,0
0.6023793748458823,-1.698208980663371,3,1
-0.6886818344449779,-1.4304127703221459,3,0
-2.6797276407612585,1.722386885431436,0,0
0.9782707627952283,-1.1550507056158261,3,0
2.3321567942569543,0.3144387049941546,2,0
1.4288642049825553,1.7092629751483923,2,0
-3.048929205044144,0.5064306867104561,0,0
-0.7537618298529347,-1.7766033903221745,3,0
1.0716092036071603,-1.1069055294439631,3,1
2.0670529186649955,1.3611700411501555,2,0
-3.2317890773027176,0.4065322728830589,0,0
-3.1006391857866995,0.9940958531783387,0,0
-3.416223335353046,0.602287866907298,0,1
-2.8770099856606746,1.7765103839524328,0,0
-1.9909804266524134,2.629048944204155,0,0
-3.385526039943232,0.6194776107681199,0,0
1.1199841866151843,-0.4798743627020218,3,0
-0.42525654839846355,-0.02645206388989324,1,0
2.066986235626725,0.8321661006267242,2,0
-1.5024588998416555,-2.102565729158817,1,0
-0.7010158280048557,-2.608930970735078,3,0
-1.0114808415286418,-2.251514201191652,1,1
1.4541693958606527,1.7009468336959224,2,0
-1.179310268402146,-1.122255308606401,1,0
-3.400567938210656,0.6232850309900182,0,1
-2.2667183673168934,2.340618188914095,0,0
-1.154768539351722,-1.4638349757159326,1,1
0.7459977820148243,0.6772239463250713,2,0
-0.17848263574810608,-2.0499433210381177,3,0
1.708341340914563,1.2655287613471797,2,0
3.326616450429754,2.0488193556347927,2,0
2.6046722408498733,1.4584228290690446,2,0
-1.9494175340191402,2.683083498072045,0,0
2.6851775402184845,2.111328372195741,2,0
-2.340675281210839,1.7987371040070983,0,0
0.8251233518291654,1.4994645750639346,2,0
2.5640509713354587,1.2217122196226609,2,0
-0.8098336844687739,-2.50964399926628,3,0
0.4123002656328913,-1.8474610203810846,3,0
-0.8997500917453316,-1.1501890472177023,1,1
2.884557532202988,0.9588375900532788,2,0
-0.17285814685656653,-2.0838666228128426,3,1
0.12963898075664787,-0.3725072486967528,1,0
0.4454514157905363,-0.0882743230183683,3,0
2.8542857648289055,1.125723351086454,2,1
1.4937036164805546,0.8997241716165955,2,0
-0.405873776919212,-2.429309524147201,3,1
2.4362666645055215,0.2666685765802692,2,1
-3.0155190041081457,1.3280626398327904,0,0
0.9781172415420871,-0.9084556079280794,3,1
-0.06925649933051045,-2.0254364205433975,3,1
1.1023571057799353,1.2997584749671618,2,0
-3.155984189794044,1.1559630148526923,0,0
-1.7883510998338148,-1.7786273936258585,1,1
-3.007248658170256,0.8107207185489953,0,0
2.307273154033508,1.4712859099603945,2,0
0.6478962581042373,-1.1042778220518448,3,0
-0.1516111243437897,-1.5137300873463329,3,1
0.6057955587009762,1.132154350530262,2,0
0.5286327027766431,-0.31297581159607846,1,1
0.09762519262548264,-2.202284337725776,3,1
2.2079909746536805,0.21294346926829857,2,0
-0.5908392655193835,-2.3367178377515696,3,1
-0.15373089738506518,-1.9358966904838317,3,1
0.8131832042652547,-0.7769470246555414,3,1
-1.0692272679008876,-0.9046228398895015,1,0
-0.8099138363997753,-1.702681600707001,1,1
2.535958824113308,1.6999818528118853,2,0
0.6561906645551012,0.009382564463500331,1,0
0.38985853900479356,-0.2906741928571802,3,0
-0.24054401910497789,-1.2445892810121173,1,0
0.9109100928174869,0.33955600996763785,2,0
0.24877452988370385,-2.0285046218660305,3,1
-2.7919056914588922,1.6606447684944357,0,0
0.6526556032519839,-1.8173768012181906,3,1
2.5712978210694466,0.4030561186163897,2,0
-0.8457054107590609,-2.3211349844250293,3,0
1.8788157737207831,0.8170917254864616,2,0
-2.4223735145423606,1.8019116941041982,0,0
-0.15744905003784965,-2.2643209586337676,3,0
1.2949101253978879,-1.0465889359271618,3,0
0.6188046175458353,-0.41414146764937787,3,0
-1.8807605173502402,2.838841086588495,0,0
-1.3051653185241139,-1.7506178627881843,1,1
1.301977904613099,-0.4228162152438033,3,1
-1.2021053309876286,-1.9805088670468953,1,0
1.8586526175808034,1.686572044380899,2,0
1.8509650851045707,2.0249677126720798,2,0
-1.0168187739990642,-2.1596223994490336,1,0
1.1221189452253026,0.835177100835746,2,0
1.4205724561135917,1.8302419181224432,2,0
-1.4554311687053894,3.163166477002296,0,0
0.4789611285218996,0.32025254813623527,1,0
-0.9895046628617865,-0.3538766115180745,1,0
0.5662895116097537,0.8833455051908472,1,0
1.7274683465128313,0.07484942144957302,2,0
0.5021360752635013,-0.10586204742176386,1,0
-2.8878836528815977,1.2076902496460113,0,0
2.840229477774657,0.26793805245109614,2,0
0.24839536246469873,-1.8902565299320353,3,1
-2.693071204745579,1.4150641871792085,0,0
-2.5276479915524734,2.15523668168897,0,0
-0.16389748606854113,-2.289179444908463,3,1
2.2992422476746146,0.25704931791775926,2,1
-0.4472764630379776,-2.4028734609208833,3,1
-1.3772714132279766,-2.2645751257630575,1,1
-3.059325154031374,0.7147702880911407,0,0
1.6039291924190846,-0.7623710098643064,3,1
-3.1046221643539105,1.2226420075624425,0,0
2.1089172127268814,2.1154321318581477,2,0
1.3164109535307835,-0.9947927006099639,3,1
1.2443675392620552,-0.3476748778638068,2,0
1.7205753631589176,1.4556849913305765,2,0
-0.461741181344357,-2.4873976873521864,3,1
-3.4158525862078286,0.5995491079620116,0,0
1.946974727910541,0.8419912863126211,2,0
-3.354546177308958,0.6652840723668851,0,0
0.4194547448110703,-0.1915974153614941,1,0
3.0648880888112764,0.7665924287374863,2,1
2.455286034898185,2.145901080735287,2,0
1.0019817862989053,0.9271826814395157,2,0
-3.4228242189453133,0.6047437253444028,0,0
1.0646292807723496,-1.338909852273607,3,1
0.2650165535898055,0.25140968607910164,1,0
-1.5952099811026785,-2.1763329789909402,1,1
-3.4022319432493116,0.8543799857023262,0,0
-0.5642371682951979,-1.6130651249643446,1,0
-0.8147843471629741,-2.5078021054384516,3,1
-0.1851411514862526,-1.9819202132929308,3,1
0.29167514069829065,-0.6697420386623048,1,0
3.2955191761519034,1.2766612520038856,2,0
-0.7760326174314645,-1.4534919344158743,1,0
-3.3661827626245464,0.6410836472124852,0,0
-1.8587286129937899,-1.7228344236742565,1,0
-0.24711191379991576,-2.1655709171169875,3,0
0.0180758901737732,-2.04388503276508,3,0
0.8640263048792267,0.6379857620862643,2,0
-0.6143073521822235,-0.4887237310970136,1,0
1.9196913944028935,-0.09634151346976255,2,0
-0.6925629392818244,-0.8265058322961567,1,0
2.153647972450198,-0.31354853184981746,2,0
-0.7892383967210386,-1.2911097599697452,1,1
3.2010507768812806,1.7384890860506863,2,0
-0.6059327552786855,-1.0861998781832767,1,0
1.4122765663985997,0.6483991471980529,2,0
-0.45180707542180626,-1.9527641728510556,3,1
0.8524760198387482,0.3115449729065547,1,0
-0.23769956739824613,-0.6197701635822619,1,0
0.6172505120743801,-1.4853685603889382,3,1
-0.6954643956426738,-1.7028135053307871,1,1
1.425796596159768,-0.22713266246889252,2,0
0.9706533851554799,0.9542141560109342,2,0
-1.2436348040779543,-1.5949342182528572,1,0
-1.3351230878852334,-1.4386542839667913,1,0
0.09163930642213097,-1.6704033621753591,3,1
-0.006610728386619608,-1.8872353529690484,3,0
-0.20688229435214195,-1.4446134767352268,1,0
2.946501389706464,1.394883063089318,2,0
-1.4180599465619315,2.9288787188461676,0,0
-0.5581472565529084,-0.8007761179465844,1,0
-2.7958480704044386,1.689331226585356,0,0
0.3336338085518307,-0.1508522953822422,1,0
-1.3514020088957586,-1.5004445474494366,1,0
-1.677816942952616,-1.9101869404855976,1,0
1.0352991602318524,0.3817485054003613,2,0
-0.5264285764879382,-1.655385531177837,3,1
1.672242252457797,1.9464520266743424,2,0
1.7372817166275183,-1.034038520670923,3,1
-0.613255911743321,-1.4547828118501354,1,0
0.16125468823677064,-1.9161682617809446,3,1
2.2123072475877765,1.1663317977229053,2,0
0.07786876754716329,0.963274780357565,1,0
-1.5128785058198897,-2.057347457876822,1,0
3.2134232385937644,1.1415376657316458,2,0
-0.20079046578456644,-0.7263878561082093,1,0
-1.6729758062273312,-1.5589217596424618,1,0
2.5188169054561436,0.8577248127631691,2,0
-2.828803850969804,1.7300587434312777,0,0
0.9787428239777707,-0.6436706793239177,3,0
-1.545692519175239,2.532669391249816,0,0
-2.996316143862616,1.4505306690231325,0,0
-1.542383393551902,-2.1076654487507076,1,1
1.9268418094248079,1.224235559785281,2,0
-0.12132639021717893,-2.0436576002344395,3,1
-0.20490196561146018,-0.5015365126660459,1,0
-2.6817288785492823,1.4036731659771056,0,0
-0.7479417053745356,-1.4220312011875615,1,0
-1.1616529732634895,-1.347305098647453,1,1
-1.3498247569844242,-1.012035204864987,1,1
-0.5019701559340702,-0.0235968713137103,1,0
1.384271891841503,1.6619460109402848,2,0
1.6168693474252385,1.5429237664952953,2,1
2.489486465443038,1.9164014725905165,2,0
-1.4499215436409008,-1.3061446451320082,1,1
-0.2039301355440248,-0.12021900119825435,1,0
0.94905588890331,-1.6431317370289473,3,1
0.7774727210924761,-0.5883835588412006,3,0
1.1763995529613165,1.1778538683926412,2,0
2.1126880790036657,-0.3309245654197832,2,0
-1.1618089113895447,-1.990245427533478,1,1
-0.20069095062300485,-0.1904016382218775,1,0
-3.022240363205676,1.2162635144360108,0,0
2.212974904548631,-0.4295789365982402,2,1
-0.4097709190520465,-0.5983793767078143,1,0
0.760798400800146,-0.7872337810556458,3,0
2.6808911461012896,2.055936243367952,2,0
1.9495670238712302,0.31723919989899024,2,0
-1.4046886591884353,2.9409138070125236,0,0
-1.006644599254603,-2.3092836706724693,3,1
1.5326893014196696,1.4308270311618296,2,0
-0.5172429607570445,-0.7320013404658408,1,0
0.16689065379358115,-1.6416470980060176,3,1
0.6445167509541567,-0.20043450154400944,1,0
-3.209241996586868,0.4290114916502403,0,0
2.3920113308729842,0.1121722437308102,2,1
-0.07000420625786234,-0.2027525581773426,1,0
-2.59588798999062,1.9727406248088664,0,0
1.7044201152639156,1.8505808802426507,2,0
-0.30271234968918537,-1.0211981943699984,1,0
-2.863688247644651,1.5933871892145945,0,0
-2.799846930430769,1.7931629468696277,0,0
0.16186590951866853,-1.011229344055193,3,0
0.9781600682976967,0.7118973719507578,2,0
3.006327515198441,0.9118018748593921,2,0
1.600230229345513,-0.9544262264507823,3,1
1.1391234030002613,0.8243552652701804,2,1
1.8533102316313441,1.8362630442258954,2,0
0.8653096785134,-1.0864969501855102,3,1
-0.9053127346298315,-1.9177171123088812,3,0
-1.6265072939847565,-1.509071065908649,1,1
-2.5834033957235394,1.744430902934897,0,0
-0.32194235149345096,-0.7422246863758164,1,0
0.11279371480525624,-2.1775686246717916,3,1
-3.0072892850905437,1.3020946181436053,0,0
-0.11403433438943554,-0.8914616757291247,1,0
1.5382951929770459,0.407437039389547,2,0
2.509190509538497,0.16375652073694438,2,0
-1.767110573194514,2.4243788604754144,0,0
1.3405022548951482,0.8381503877638403,2,1
-1.7061656912816645,2.047969595866554,0,0
-0.8665656912390167,-0.6816036150165463,1,0
-0.6841723537117326,-1.9868258711653157,3,1
-0.8449159499782513,-1.974005160059351,3,0
2.197398934448635,1.662274395999602,2,0
-0.8170121595514603,-0.2917835375658555,1,0
2.55230678039219,0.194746416511215,2,1
-1.1597982225660441,-1.8828323249134808,1,1
-1.916417241461999,2.2167836055540917,0,0
-0.06034661202570657,-0.3082702397175583,1,0
1.0842891107957016,-0.458898322908747,3,0
0.3983589319811605,-1.6509974355335,3,0
1.7378255541606202,-0.1496895985809017,2,0
-1.1127050999963395,-1.6541678678002099,1,0
-3.2467166062371198,0.8837599896042296,0,0
0.5553108780767411,0.2591464942307389,1,0
0.4129830478575847,-1.8338883995402286,3,1
1.8324927632336039,0.4162949637370445,2,0
-0.899635899734357,-1.9792598294277275,3,1
-1.3244030279887824,-1.8925212813446202,1,0
0.7109227772677622,-0.8516746240244222,3,0
0.8151802572006841,0.5049968762376424,1,0
2.86904004655373,0.792925458441555,2,0
-2.534991838815103,1.9043111252983682,0,0
-2.4641204501986653,2.3314372036308573,0,0
1.755223365126045,2.0258752369239375,2,0
0.39155274565369996,0.0888816668859943,1,0
1.7122637741476479,1.6930609586095497,2,0
1.0318368109035558,-1.3002828001089282,3,0
-2.0359771523891155,2.7636707305957184,0,0
0.2330041970799296,0.3270017875941932,1,0
-3.108140200573891,0.992582985526608,0,0
-2.109618130021575,2.6994152096667925,0,0
1.741838086142675,1.3506573737579488,2,0
3.442575915797681,1.1653935737698138,2,0
0.02187804070986557,0.3179866169633744,1,0
0.2116766267418586,-1.0546809245909603,3,1
-1.1090997424405626,-2.1531310196528093,3,1
2.3335854433502736,0.17298016639061534,2,1
-1.0581326178459298,-1.5293071994483507,1,0
-2.9966843133441246,1.0062208393705112,0,0
0.7200343366720878,-1.1656100795238522,3,1
0.17430036218419154,-1.0766864821215354,3,0
-1.3056440443217625,-1.7362461712590982,1,0
0.9990969240716752,0.9448587090889313,2,0
2.681512463240402,2.0454259608775605,2,0
-2.1833914844746163,2.147086068944474,0,0
-0.8213852307552412,-2.505346247001346,3,1
-0.04355698988970838,-0.183421206381857,1,0
0.6086002538643858,-0.9816986926059545,3,0
1.7286545293316293,-0.38494230207550517,2,0
-0.2241660400249033,-1.317709416638089,3,0
1.8533098882116696,-0.7550222525178978,3,1
0.7009031140015332,-0.016056415174405536,1,0
-2.722777944233441,1.789943016913114,0,0
3.0097792616012424,0.9407376741215995,2,0
-0.13350861343249482,-2.209138174620956,3,1
1.978348722311006,-0.0819751203054549,2,0
0.34438938989021833,-0.5069315408884612,3,1
1.3389017800897864,0.8554235679910671,2,0
-3.016096966085876,1.1280801148587685,0,0
-0.6227076173996829,-1.103619422736813,1,0
0.26540867137179297,-0.17829417431787387,1,1
-2.959344850660164,0.9386410809175256,0,0
1.199637915755376,-0.9010075624108882,3,1
-0.7881210448554541,-0.11645510738318976,1,1
-1.2165814182465444,-0.6303440556231261,1,0
-0.23768045996458045,-2.1697840163188244,3,0
2.646295437795582,0.7198086908168875,2,1
-3.2278591839902275,0.43332708674749304,0,0
-1.8325014400163304,3.0846528641513,0,0
1.3435871729767876,-0.5905450459600419,3,0
-1.540707160907253,-2.079232848300058,1,1
-0.7468758745214339,-2.1152794712664456,3,0
-0.1289215826636128,-1.9670654907538234,3,1
1.6807619920460095,1.2505707917927578,2,0
0.107007817260594,-1.5402237247347073,3,1
0.9894512438557324,-1.0195652765059604,3,1
2.7146244785189193,1.944303314634749,2,0
1.3683589784148393,-0.9342597357226037,3,1
-1.417852121042088,-2.1209756891824005,1,1
-1.050640782569785,-0.9131723540281305,1,0
0.49551402495147406,-0.3295158086255494,1,0
2.9468094638359736,1.0766658443151753,2,0
-3.138678732698756,0.630824058131322,0,0
0.6776974998672489,-0.025730464945846465,1,1
3.185644324931032,1.3558326296456142,2,0
-0.7333379544570493,-1.7563465587759806,1,1
-1.0052507070815915,-2.25123130068347,1,0
-0.9901941316087606,-1.8056023394350273,1,0
-2.5316114006783956,1.684453194808434,0,0
-0.8416935084813248,-1.0669055184348475,1,1
-0.012848082134181704,-0.3365919461574485,1,0
1.7279190982321513,1.0984872538563506,2,0
-2.981680670156336,1.6078778959651538,0,0
0.04071310127513797,-1.5218367154137415,3,1
1.881441300608339,1.615528121166987,2,0
1.8718805400602625,0.7242923199248437,2,0
0.6683056916717633,0.40336558977972736,2,0
1.9972827920284237,1.3240165370287449,2,0
0.9892478155400732,-0.6292802944358473,3,1
-1.4138816915556418,3.142806708108873,0,0
-1.0549361978119691,-1.7892278603349425,1,1
0.229982660759241,-1.7630384673396187,3,1
-2.2058670908335984,2.3089701765983834,0,0
1.317976267182245,1.658640872214797,2,0
2.7124197842112663,0.4476475224189253,2,1
0.6074013013434072,0.2988231786420145,1,0
-2.740115281515861,1.0203373692483464,0,1
-0.8732307342193804,-1.2824869765261415,1,0
-2.3571787646811457,1.7584095996374352,0,0
-2.8032970560439794,1.691026518481807,0,0
-0.12328361598146727,-2.182717107278421,3,0
1.2983305943251549,0.2922132413629032,2,0
1.0427428270519488,1.872454835759392,2,0
1.7208497662540627,-0.6720519207361926,3,0
-2.9554541475217175,1.3709693072622793,0,0
0.4181713354630156,-2.2695600123983075,3,1
1.2918508247024068,1.4590435615637134,2,0
1.9795689021356762,-0.22195208417731738,2,1
0.1043387858636502,-2.004181335271359,3,1
0.1837352438686985,-1.5210182686094715,3,1
-0.7275003222384557,-1.921758517850493,1,0
-2.4814008460800667,2.3180432852554596,0,0
-0.3319400971812867,-2.140618525697535,3,1
0.7985139484983548,-0.17378404838497408,3,0
2.764798667807417,0.984367120367864,2,0
1.6061884344913688,0.4481600747125883,2,0
-0.34453747787663097,-2.0891494758654545,3,1
-3.0753282169325495,1.2583657777680282,0,0
-1.3992861132333323,2.9669902551071674,0,0
-0.6969264846688248,-0.791517889923651,1,0
2.038878899125877,-0.5288033697863647,2,1
1.0742461410152175,1.0081707537672373,2,0
-2.706000659170835,1.5113872800816976,0,0
-1.3456016292689255,-1.2943667008242323,1,0
-1.1706088933665528,2.987298776369596,0,0
-2.9134646973036253,1.1468375002748659,0,0
-3.078623159308908,0.6679528616113208,0,0
1.960778158372307,0.5043438939399992,2,0
1.3835894853416468,-0.6905253758693188,3,1
3.363705333997581,2.0586948627207007,2,0
-2.386852775927648,2.10235585480459,0,0
-1.693585038556372,2.8647273676589364,0,0
3.1114411878936488,1.1222363232534427,2,0
-0.5520845701361945,-1.6839217348922213,1,0
0.971522379767523,-1.3630779421573866,3,1
2.7960488332555538,1.65616093243101,2,0
-0.33725746967540104,-1.8983320040460259,3,0
1.449543844528918,-0.18953653667186388,2,0
0.7002522182320867,-0.23669533821950983,1,1
-2.8809442710282416,1.8142541254091484,0,0
0.3469305492142483,-0.16221355306373364,1,0
3.0429635975027196,0.7336096407988004,2,0
-0.5103236288497772,-1.1308286123750584,1,0
-0.5889507595018606,-2.272750483364401,3,0
3.5965015225834427,1.933454338233791,2,0
2.4641043090613524,2.2724250476689787,2,0
3.078893790180762,0.7730434616471875,2,1
2.4877358060416315,0.41609115361119997,2,0
0.60388927257004,0.5820793877372173,1,0
2.0222357956230526,1.610908521888355,2,0
-0.5411888022222661,-1.244569251674694,1,0
-0.6065532249358074,-2.142873248130998,3,1
0.3624769131168987,-1.6514526027058676,3,1
0.8797267393383392,-0.08199546267251412,1,0
2.3896628364703254,0.5306132596488902,2,0
2.7347609370353987,0.822585994711752,2,0
-0.42605576205370144,-0.05936116112533102,1,0
1.9619451319534031,-0.15387798023766242,2,0
2.090201539013957,0.49799720436066247,2,0
1.4644608840223818,-0.6229403062490182,3,1
0.6484034271048431,1.0868035836330436,1,0
1.757407898228792,-0.2378745922796187,2,0
-2.5205576776525747,1.7177130946063632,0,0
3.548269332423886,2.0177100299906274,2,0
-0.388032325043659,-2.576223178666833,3,1
0.29156529635091616,-1.8806078192491082,3,1
1.426918970584507,1.691922064787761,2,0
-2.6267295527947536,1.903202640181993,0,0
1.6005586475904212,0.6692000120586082,2,0
2.1292895226466593,1.4051600291572524,2,0
-3.2861701930904235,0.6345779858244041,0,0
0.6045687175062502,0.29588507664320807,1,1
-1.253896490669733,-2.0696972046572846,1,1
1.308340916722276,-0.8395261140915453,3,0
1.094895488282811,-1.0709458575362663,3,1
-0.10251357461069766,-0.2570029954596612,1,0
2.4627931174889963,0.2474343429359175,2,0
-1.1230833095258945,-1.7038017562745058,1,0
-2.1280522074945076,2.4231259177845947,0,0
0.12564640184501952,-2.03713968870911,3,1
0.8207670714086401,-1.8570742925923043,3,0
-0.41011282273134536,-1.4695095714720694,1,1
2.706493296798008,0.3782172706354543,2,0
-0.9238087927017855,-1.4987653429881627,1,0
-0.0001539354336590748,-2.0614404857287933,3,1
-0.16483786841747,-2.247703796733523,3,0
1.3398370603183976,-0.8550925660721975,3,0
-1.3645240073472589,-2.2719186192779164,1,1
0.3233921617207239,0.5954572111170738,1,0
-1.2858884658874157,-1.2198523083874269,1,0
-0.23378348819991113,-2.1570692784754577,3,1
1.1845596968759946,0.12309583080550596,2,0
-1.102384083636496,-1.699511883178155,1,1
1.7225015514917525,0.19222430540461433,2,1
-2.550514551893136,2.338123921324323,0,0
-1.2337376014035994,-1.9850546421113793,1,1
-0.3669534811388593,-0.8876445291032178,1,0
1.013968927654826,-1.7141563083303948,3,1
2.418683550650963,-0.1122581510996764,2,0
